100532,Conor Kidner,Europe,CrossFit Caerphilly,CrossFit Caerphilly,Male,16,174 cm,76 lb,--,--,--,--,--,--,--,198 lb,--,374 lb,308 lb,--
100534,Rudolf Landertinger,Europe,,CrossFit Salzburg,Male,45,183 cm,95 kg,--,--,--,--,--,--,--,--,--,--,--,--
100535,Jerome Boitelle,Europe,,Reebok CrossFit Cassel,Male,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100536,Jodi Solway,Australia,CrossFit Plus,CrossFit Plus,Female,34,153 cm,61 kg,--,--,--,--,--,--,--,60 kg,43 kg,85 kg,80 kg,--
100537,Matteo Righi,Europe,MYLAND CROSSFIT,Myland CrossFit,Male,26,178 cm,75 kg,--,--,--,--,--,--,--,90 kg,--,140 kg,--,--
100539,Kathrine Stampe,Europe,Spartan Warriors,Spartan Mentality CrossFit,Female,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10054,Keith Mackey,North East,CrossFit Franklin,CrossFit Franklin,Male,45,6'0",196 lb,5:55,12:03,2:57,0:00,--,0:00,24:54,205 lb,165 lb,335 lb,315 lb,21
100540,Nina Breinholt Soerensen,Europe,Spartan Warriors,Spartan Mentality CrossFit,Female,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100541,Alexandra Lee,Europe,,CrossFit GVA,Female,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100542,ross eathorne,Asia,,,Male,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100543,Melissa Elliott,Australia,CrossFit Explosive,CrossFit Explosive,Female,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100544,Gregory Cardinaux,Europe,CrossFit Lman,CrossFit Lman,Male,28,184 cm,231 lb,6:31,--,--,--,--,--,--,176 lb,143 lb,441 lb,275 lb,--
100547,Gabor Nyeso,Europe,,CrossFit Circus Maximus,Male,24,181 cm,72 kg,--,--,--,--,--,--,--,--,--,--,--,--
100548,Mikael Myrgren,Europe,CrossFit Solid,CrossFit Solid,Male,33,184 cm,83 kg,10:14,11:37,--,--,--,--,22:56,72 kg,61 kg,150 kg,117 kg,12
100549,Oriol Cortina,Europe,BCN Crossfit Fever,Reebok CrossFit BCN,Male,28,185 cm,80 kg,--,--,7:40,--,--,--,--,--,65 kg,150 kg,100 kg,42
10055,Caroline Morgan,,,,Female,33,--,--,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
100551,Luke Burchell,Australia,CrossFit Adelaide,CrossFit Adelaide,Male,30,168 cm,75 kg,--,--,--,--,--,--,--,67 kg,47 kg,120 kg,82 kg,15
100552,Daniel Lunt,Europe,CrossFit 3D,Reebok CrossFit 3D,Male,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100553,steven herbst,South East,Team Vida,CrossFit Vida Brickell,Male,42,5'9",155 lb,--,0:00,--,--,400,--,--,0 lb,0 lb,0 lb,0 lb,--
100554,Florian Gruhlke,Europe,,CrossFit SG,Male,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100560,Jayden Ryan,Australia,,CrossFit North Carlton,Male,24,191 cm,88 kg,--,--,--,--,--,--,--,200 lb,140 lb,320 lb,265 lb,--
100561,Christina Osburg,Europe,Agoge,CrossFit Dsseldorf,Female,41,170 cm,58 kg,--,--,--,--,--,--,--,--,--,--,--,--
100562,michael hansmann,Europe,,CrossFit Graz,Male,33,179 cm,74 kg,7:17,10:19,--,--,--,--,22:00,--,--,135 kg,93 kg,--
100563,Klaus Popp,Europe,,CrossFit Graz,Male,28,179 cm,87 kg,5:21,8:55,2:30,--,--,--,22:00,92 kg,75 kg,160 kg,130 kg,--
100564,Andrew Castle,Australia,CrossFit Northern Adelaide,CrossFit Northern Adelaide,Male,29,188 cm,94 kg,5:51,9:18,3:20,30:10,307,1:04,25:08,100 kg,70 kg,180 kg,160 kg,12
100566,Lee Hansen,South West,CrossFit Flex,Flex Gym CrossFit,Male,29,6'0",190 lb,--,--,--,--,--,--,--,200 lb,170 lb,400 lb,305 lb,--
100567,Belinda Delves,Australia,CrossFit Newcastle,CrossFit Newcastle,Female,27,173 cm,65 kg,--,--,--,--,--,--,--,45 kg,35 kg,80 kg,--,12
100568,Robert Lahmer,Europe,,CrossFit Graz,Male,26,186 cm,69 kg,5:44,7:10,--,19:52,--,1:01,--,75 kg,62 kg,125 kg,100 kg,--
100569,Syamak Bahmanyar,Europe,,,Male,33,174 cm,85 lb,--,--,--,--,--,--,--,--,--,--,--,--
10057,Melinda Metten,North East,CrossFit Bangor,CrossFit Bangor,Female,32,5'0",145 lb,3:41,10:15,2:33,0:00,324,1:46,26:45,170 lb,135 lb,305 lb,230 lb,31
100570,Pekka Vanhoja,Europe,CrossFit Lappeenranta,CrossFit Lappeenranta,Male,31,184 cm,81 kg,--,--,--,--,--,--,--,92 kg,70 kg,150 kg,115 kg,--
100573,Niklas Alfredsson,Europe,,CrossFit Norrort,Male,40,176 cm,106 kg,--,--,--,30:54,--,--,--,--,35 kg,150 kg,130 kg,1
10058,Aimee Hellem,,,,Female,41,5'4",--,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,265 lb,190 lb,--
100580,Brendan Parkes,Australia,CrossFit Toowoomba,CrossFit Toowoomba,Male,25,175 cm,78 kg,6:47,11:00,--,32:02,--,--,--,90 kg,65 kg,165 kg,110 kg,32
100581,Kevin Tomasso,North Central,,,Male,21,6'4",171 lb,3:17,5:21,2:28,--,--,1:01,20:05,140 lb,185 lb,430 lb,265 lb,33
100582,Albert Bruderer,South East,crossfit west jax,CrossFit West Jax,Male,24,6'0",200 lb,--,--,--,38:41,231,1:29,--,205 lb,165 lb,345 lb,285 lb,--
100589,Alasdair Macdonald,Australia,,CrossFit Brendale,Male,21,176 cm,83 lb,--,--,--,--,--,--,--,100 kg,72 kg,170 kg,135 kg,40
10059,Tori Messenich,South West,CrossFit Unbroken,CrossFit Unbroken,Female,26,5'6",130 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,0 lb,0 lb,0 lb,0 lb,--
100590,karl vanledtje,North East,CrossFit New Windsor,CrossFit New Windsor,Male,43,5'11",195 lb,--,--,--,--,--,--,--,--,--,--,--,--
100591,James Hewett,Europe,Reebok CrossFit Cardiff,Reebok CrossFit Cardiff,Male,35,189 cm,191 lb,--,--,3:36,--,273,1:00,19:58,85 kg,50 kg,165 kg,101 kg,21
100592,Hugo Cewers,Europe,CrossFit Malm The Other Other Guys,CrossFit Malm,Male,25,178 cm,79 kg,--,--,--,--,--,--,--,--,50 kg,115 kg,70 kg,--
100594,Samantha Macpherson,Australia,CrossFit Mingara One,CrossFit Mingara One,Female,22,165 cm,59 kg,6:55,--,3:51,--,470,--,--,55 kg,37 kg,75 kg,83 kg,--
100595,Heidi Dowd,Europe,CrossFit Vienna,CrossFit Vienna,Female,34,5'9",165 lb,--,--,--,--,--,--,29:30,50 kg,45 kg,85 kg,70 kg,3
100596,Thomas Holcomb,North East,CFGC,CrossFit Garden City,Male,53,6'3",190 lb,--,--,--,--,--,--,--,--,--,--,--,--
10060,Matt Green,Australia,Range of Motion,Range of Motion CrossFit,Male,25,172 cm,72 kg,0:00,0:00,0:00,0:00,--,0:00,22:04,70 kg,60 kg,140 kg,90 kg,26
100604,Stefan Oberwalder,Europe,,CrossFit Graz,Male,26,178 cm,82 kg,4:44,7:57,6:12,--,--,--,22:35,85 kg,60 kg,182 kg,125 kg,40
100605,Gordon Clarke,Canada East,CrossFit Markham,CrossFit Markham,Male,48,6'1",220 lb,10:27,13:05,4:55,--,--,--,27:15,185 lb,140 lb,365 lb,315 lb,10
100606,MARCOS GUERRERO,Europe,BCN Crossfit Fever,Reebok CrossFit BCN,Male,38,180 cm,86 lb,--,--,--,--,--,--,--,--,--,--,--,--
100607,Lukas Peicha,Europe,,CrossFit Graz,Male,24,183 cm,82 kg,7:35,8:03,6:10,--,--,--,21:53,72 kg,62 kg,160 kg,113 kg,21
100609,Felix Kues,Europe,,,Male,25,186 cm,85 kg,--,--,--,--,--,--,--,--,--,--,--,--
10061,Joe Kintz,Australia,The Hurt Locker,CrossFit North Manly,Male,44,168 cm,72 lb,3:47,7:13,3:54,19:17,400,0:00,18:01,80 kg,60 kg,163 kg,130 kg,45
100610,Jeff Manson,Europe,CrossFit MTS,CrossFit MTS,Male,30,182 cm,93 kg,--,--,2:30,25:30,--,--,--,100 kg,--,200 kg,--,--
100611,Filip Borstar,Europe,Agoge,CrossFit Dsseldorf,Male,21,172 cm,76 kg,--,--,--,--,--,--,--,80 kg,60 kg,160 kg,120 kg,--
100612,Andrew Watson,Europe,CrossFit Glasgow,CrossFit Glasgow,Male,24,183 cm,93 kg,5:20,9:27,3:42,--,--,1:03,19:39,--,85 kg,210 kg,--,--
100613,Gary Bieber,Africa,Cape CrossFit Superheroes,Cape CrossFit,Male,41,5'11",81 kg,--,--,--,--,--,--,--,--,--,0 kg,0 kg,0
100616,David Dunham,South Central,CrossfitG6,CrossFit G6,Male,41,5'10",210 lb,3:32,11:55,2:38,26:00,278,--,25:52,--,165 lb,475 lb,365 lb,--
100617,Imtiaz Desai,Africa,Team CrossFit Jozi,CrossFit Jozi,Male,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100618,Chris Smith,Europe,Team Central Manchester,CrossFit Central Manchester,Male,23,183 cm,78 kg,--,--,--,--,--,--,--,--,--,155 kg,80 kg,--
100619,Herbert Mhlburger,Europe,,CrossFit Graz,Male,28,178 cm,79 kg,--,--,--,--,--,--,27:01,--,35 kg,120 kg,83 kg,17
10062,Robert Lusa,South East,,CrossFit Lake Mirror,Male,23,5'8",170 lb,3:20,0:00,0:00,0:00,--,0:00,0:00,235 lb,--,425 lb,340 lb,23
100621,Guadalupe Dickens,South East,CrossFit BGI,CrossFit BGI-West Palm Beach,Female,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100623,Sarah Wilkinson,North East,CrossFit Portsmouth,CrossFit Portsmouth,Female,37,5'8",150 lb,--,--,--,--,--,--,--,--,--,--,--,--
100624,Toni Ellison,Europe,Reebok CrossFit Tyneside,Reebok CrossFit Tyneside,Female,26,155 cm,--,--,--,--,--,--,--,--,--,--,--,--,--
100627,Jennell Carroll,South East,BNI,CrossFit BNI,Female,34,5'3",--,--,--,--,--,--,--,--,85 lb,--,185 lb,135 lb,--
100628,Brenden Butler,Mid Atlantic,CrossFit LKN,CrossFit LKN,Male,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100629,Jack Biss,Europe,Reebok CrossFit Reading,Reebok CrossFit Reading,Male,23,185 cm,86 kg,--,--,--,--,--,--,19:23,--,--,175 kg,140 kg,30
10063,Tanya Giles,Canada East,CrossFit Resurrection,CrossFit Resurrection,Female,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100631,Brendon High,Africa,,CrossFit DurBell,Male,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100632,Matt Johnson,Mid Atlantic,,CrossFit Training Valley,Male,26,5'9",175 lb,--,--,--,--,--,--,--,--,--,425 lb,--,--
100633,Manuel Wiesberger,Europe,,CrossFit Graz,Male,27,175 cm,65 kg,--,8:34,--,--,--,--,19:32,52 kg,40 kg,100 kg,75 kg,24
100634,spencer houston,South Central,Omega CrossFit,Omega CrossFit,Male,42,5'9",140 lb,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
100635,Dominic Kristafor,Asia,Reebok CrossFit Sentinel ONE,Reebok CrossFit Sentinel,Male,29,183 cm,80 kg,8:35,--,4:37,--,--,--,--,90 kg,61 kg,161 kg,113 kg,22
100638,Stephanie Dunbrack,Central East,CrossFit Reynoldsburg,CrossFit Reynoldsburg,Female,41,5'2",--,--,--,--,--,--,--,36:00,115 lb,85 lb,235 lb,180 lb,--
10064,Joey Sandvig,Mid Atlantic,CrossFit Lynchburg,CrossFit Lynchburg,Male,26,5'9",230 lb,2:26,8:38,1:29,21:22,--,1:09,0:00,345 lb,280 lb,585 lb,600 lb,41
100642,Nicolas Fournier,Canada East,,CrossFit T-R,Male,23,5'10",155 lb,--,--,--,--,--,--,--,215 lb,--,375 lb,285 lb,43
100643,Kelsey Allan,Canada East,Reebok CrossFit YUL,CrossFit Reebok YUL,Female,24,5'7",140 lb,--,--,--,--,--,--,--,--,--,--,--,--
100644,Dee Zimmerman,South Central,Crossfit Mettle,CrossFit Mettle,Male,42,5'10",215 lb,7:41,10:03,--,--,--,--,29:31,135 lb,125 lb,385 lb,285 lb,12
100645,Elena Garnica,North Central,,CrossFit 100,Female,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100646,Kim Driscoll,North East,Maxability,Maxability Sports and CrossFit,Female,27,5'0",--,--,--,--,--,--,--,--,--,--,--,--,--
100647,Kristina Johansson,Europe,CrossFit Norrort,CrossFit Norrort,Female,30,167 cm,65 kg,5:43,--,--,--,--,--,--,55 kg,--,120 kg,105 kg,--
100648,Nicole Scott,Africa,CrossFit Pretoria,CrossFit Pretoria,Female,32,178 cm,65 kg,--,--,--,--,324,--,22:00,57 kg,40 kg,129 kg,85 kg,--
10065,Markese Benjamin,North Central,CrossFit Minneapolis,CrossFit Minneapolis,Male,37,6'1",212 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,245 lb,205 lb,500 lb,405 lb,37
100650,David Williams,North Central,,CrossFit REFH,Male,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100651,Dustin Koening,Europe,CrossFit HH,CrossFit HH,Male,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100653,Jordan Symonds,Canada East,RCFLV,Reebok CrossFit Liberty Village,Male,29,6'3",225 lb,2:37,--,1:58,--,--,--,18:11,285 lb,220 lb,460 lb,--,--
100657,Ferry Van de Wal,Europe,,CrossFit Culemborg,Male,34,189 cm,94 kg,3:03,--,--,--,--,--,20:22,--,--,193 kg,165 kg,50
100658,Lonnie Zeimetz,Mid Atlantic,Southern Maryland CrossFit,Southern Maryland CrossFit,Female,43,5'4",135 lb,--,--,--,--,--,--,--,--,--,--,--,--
100659,Keely Wadden,Canada East,CrossFit Per Ardua,CrossFit Per Ardua,Female,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10066,Ronaldo Carballo,,,,Male,50,5'7",175 lb,0:00,0:00,0:00,0:00,--,0:00,24:17,185 lb,135 lb,355 lb,225 lb,20
100660,Robert Murphy,Canada East,CrossFit Per Ardua,CrossFit Per Ardua,Male,37,5'6",180 lb,--,--,--,--,--,--,--,135 lb,115 lb,315 lb,255 lb,--
100661,Deanna DiTroia,North East,,FC CrossFit,Female,29,5'5",145 lb,6:37,--,3:26,--,211,--,--,165 lb,130 lb,280 lb,260 lb,--
100662,Doris Sartirana,Latin America,,CrossFit Rex,Female,43,154 cm,52 kg,--,--,--,--,--,--,--,--,--,--,--,--
100665,John Farren,South Central,,Mortal CrossFit,Male,28,6'0",198 lb,5:01,--,--,--,283,--,24:24,--,--,395 lb,--,--
10067,Brian McIntyre,Northern California,,,Male,49,5'10",175 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
100670,joanie gallant,Canada East,L'usine TANK TEAM,CrossFit Repentigny L'Usine,Female,27,5'0",135 lb,--,--,--,--,--,--,--,--,--,225 lb,--,--
100671,Mark Dejczak,Canada East,Square One CrossFit,Square One CrossFit,Male,31,5'0",195 lb,--,--,--,--,--,--,--,--,--,--,--,--
100672,Ryan Boyll,Central East,Reebok CrossFit FINL,Reebok CrossFit FINL,Male,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100673,Sean Connolly,Mid Atlantic,Mountaineer CrossFit,Mountaineer CrossFit,Male,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100674,Eric Rodriguez,North Central,CrossFit Roselle,CrossFit Roselle,Male,32,5'10",196 lb,--,--,--,--,--,--,25:00,--,--,--,--,--
100675,schiesswohl katrina,Central East,CrossFit Spirit USA,CrossFit Spirit,Female,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100676,Joel Bates,South East,,CrossFit North Myrtle Beach,Male,34,5'9",180 lb,--,--,--,--,--,--,--,--,--,--,--,--
100677,Shelley Seshagiri,South Central,CrossFit 318,CrossFit 318,Female,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100678,Erwin Paraggua,North Central,CrossFit Roselle,CrossFit Roselle,Male,31,5'8",180 lb,--,--,--,--,--,--,--,--,--,--,235 lb,--
10068,Ben Burkett,South East,CrossFit Brunswick,CrossFit Brunswick,Male,29,6'0",205 lb,3:04,8:23,1:47,0:00,423,0:00,18:45,315 lb,215 lb,525 lb,430 lb,41
100682,Patricia Olivares,Latin America,CrossFit UNO y The Box Rx,CrossFit UNO,Female,36,161 cm,60 lb,--,--,--,--,--,--,--,--,--,--,--,--
100683,Nico Heinrichs,Europe,Agoge,CrossFit Dsseldorf,Male,26,193 cm,95 kg,--,--,--,--,--,--,--,--,--,215 kg,135 kg,--
100685,Owen Smith,Canada East,CrossFit Bytown,CrossFit Bytown,Male,26,6'0",180 lb,8:36,--,--,29:03,--,--,--,195 lb,125 lb,335 lb,245 lb,14
100686,Andrew Rape,South East,,CrossFit Trussville,Male,24,5'11",207 lb,2:15,--,1:33,--,408,0:58,21:10,335 lb,250 lb,450 lb,405 lb,42
100687,Jared Spaans,Central East,Crossfit Broad Ripple,CrossFit Broad Ripple,Male,27,5'9",175 lb,--,--,--,--,--,--,24:00,--,115 lb,345 lb,245 lb,--
100688, ,Asia,,,Male,28,172 cm,68 lb,--,--,--,--,--,--,--,--,--,--,--,--
100689,Louysa Akerley,Canada East,Maritime CrossFit,Maritime CrossFit,Female,31,5'4",135 lb,--,--,--,--,--,--,--,--,--,--,--,--
10069,Courtney Bowman,,,,Female,23,5'0",150 lb,3:44,8:15,1:58,18:10,438,0:00,0:00,175 lb,150 lb,320 lb,220 lb,47
100691,dong kim,North East,,CrossFit 08844,Male,37,5'6",170 lb,--,--,--,--,--,--,--,--,--,--,--,--
100692,Aiden Poole,Canada West,CrossFit Armoury,CrossFit Armoury,Male,29,5'10",188 lb,3:24,9:53,2:13,22:24,376,1:10,23:08,250 lb,190 lb,475 lb,400 lb,32
100693,Jamal Saedidaryan,South Central,Team Centurion,Centurion CrossFit Fort Hood,Male,22,5'7",210 lb,5:56,--,--,30:34,--,--,31:01,--,155 lb,305 lb,305 lb,32
100695,Tony LeBlanc,Canada East,CrossFit Dieppe,CrossFit Dieppe,Male,37,5'0",180 lb,6:28,--,--,--,--,--,--,180 lb,160 lb,405 lb,225 lb,--
100696,Yannick Sima,Canada East,Lusine Terrebonne,CrossFit Terrebonne L'usine,Male,25,170 cm,180 lb,--,--,--,--,--,--,--,--,--,--,--,--
100697,Jean-Luc Godin,Canada East,CROSSFIT RESPONSE,CrossFit Response,Male,35,6'0",195 lb,--,--,--,--,--,--,--,--,--,--,--,--
100699,France Gravel,Canada East,Deka CF Team,Deka CrossFit,Female,50,5'0",116 lb,--,--,--,--,--,--,--,--,--,--,--,--
10070,Jerod Rosten,,,,Male,28,5'10",155 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,0 lb,0 lb,--
100700,Michael Grijalva,North Central,AMP CrossFit Box,AMP CrossFit Box,Male,40,5'6",165 lb,3:44,--,--,--,--,--,--,225 lb,--,445 lb,330 lb,50
100701,Cathy Michel,Canada East,,CrossFit T-R,Female,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100703,Jessica Luna,South Central,Omega CrossFit,Omega CrossFit,Female,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100704,Sarah Hebb,Canada East,CrossFit Bytown,CrossFit Bytown,Female,23,5'6",168 lb,--,--,--,--,--,--,--,115 lb,85 lb,245 lb,195 lb,--
100705,Wayne Watkins Jr,South East,CFJAX,CrossFit Jax,Male,29,5'7",162 lb,0:00,0:00,0:00,0:00,0,1:03,18:47,0 lb,0 lb,0 lb,0 lb,53
100706,Leigh Borg,Asia,The Burn Room,CrossFit The Burn Room,Male,32,176 cm,78 kg,--,--,--,--,--,--,--,215 lb,155 lb,506 lb,305 lb,--
10071,Jason Bird,Canada East,CrossFit Connection,CrossFit Connection,Male,43,6'1",195 lb,10:00,20:00,30:00,40:00,50,60:00,70:00,80 lb,90 lb,100 lb,110 lb,120
100710,Rodel Tacata,Southern California,CrossFit 858,CrossFit 858,Male,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100711,David Gallacher,Southern California,CrossFit SoCal,CrossFit SoCal,Male,35,5'11",191 lb,--,--,--,--,--,--,--,--,--,225 lb,225 lb,--
100712,Minor Bowens,South Central,,CrossFit 38655,Male,25,6'3",263 lb,5:18,--,--,--,--,--,--,275 lb,--,--,--,--
100713,Drew Robinson,South West,CrossFit Cedar Ridge,CrossFit Cedar Ridge,Male,27,6'1",185 lb,--,--,--,--,--,--,--,--,--,--,--,--
100714,Dan Casey,North Central,CrossFit Roselle,CrossFit Roselle,Male,24,6'1",205 lb,--,--,--,--,--,--,--,--,--,--,--,--
100715,Jeremiah Sickmond,North East,CFG2,CrossFit Gordon,Male,25,5'8",165 lb,7:55,--,9:45,--,--,--,--,--,115 lb,310 lb,0 lb,--
100718,Jessica Amaral,Mid Atlantic,,CrossFit Chevrons,Female,23,--,--,--,--,2:50,--,--,--,--,155 lb,115 lb,300 lb,215 lb,4
100719,Kara Catino,North East,CrossFit District 315,Burn City CrossFit,Female,23,5'7",135 lb,--,--,--,--,--,--,--,--,--,205 lb,170 lb,--
10072,Yadhira Ortiz,,,,Female,39,5'3",--,0:00,0:00,0:00,0:00,--,0:00,0:00,115 lb,95 lb,235 lb,200 lb,0
100721,Laura Koller,South East,,South Hall CrossFit,Female,43,5'1",120 lb,5:01,10:20,3:45,26:35,274,--,23:46,--,--,265 lb,165 lb,24
100723,Stephen Shepperd,South Central,Team SeaCity,Sea City CrossFit,Male,26,6'0",190 lb,--,--,5:52,--,--,--,--,170 lb,--,340 lb,--,23
100726,David Dominguez,South Central,Get Lifted,Get Lifted CrossFit,Male,32,6'0",169 lb,--,--,--,--,--,--,--,185 lb,155 lb,455 lb,325 lb,--
100727,Carlos Witiza Pozo Blanco,Europe,,CrossFit Retiro,Male,31,178 cm,77 kg,--,--,--,--,--,1:06,20:26,--,62 kg,160 kg,120 kg,38
100729,Rebecca Sefscik,Central East,CrossFit Anax,CrossFit Anax,Female,28,5'6",150 lb,--,--,5:59,--,--,--,27:20,--,--,290 lb,175 lb,6
10073,Robert Flynn,,,,Male,44,5'8",172 lb,3:27,0:00,3:27,0:00,--,1:11,19:50,205 lb,160 lb,370 lb,--,48
100730,Daniel Kennedy,North Central,Kearney CrossFit,Kearney CrossFit,Male,29,6'0",245 lb,11:38,--,5:14,--,--,--,28:56,225 lb,--,505 lb,425 lb,19
100732,Christopher Cali,North East,Crossfit 315,CrossFit 315,Male,40,5'3",140 lb,5:08,11:21,--,20:42,--,--,--,--,135 lb,315 lb,215 lb,--
100733,Justin Muir,Canada East,CrossFit Newmarket Central,CrossFit Newmarket Central,Male,26,5'11",195 lb,4:32,--,--,--,350,--,--,225 lb,175 lb,415 lb,355 lb,--
100736,holly corwon,Central East,CrossFit Spirit USA,CrossFit Spirit,Female,38,5'0",105 lb,--,--,--,--,--,--,--,--,--,--,--,--
100737,Jennifer Morais,North East,Bravo,Bravo CrossFit,Female,31,5'7",188 lb,9:09,--,--,--,191,--,--,105 lb,75 lb,210 lb,165 lb,--
100738,Andrew Hand,South East,,Unaffiliated,Male,22,5'10",162 lb,2:55,8:04,2:04,--,--,--,18:34,255 lb,175 lb,455 lb,375 lb,--
10074,John Del Peral,Northern California,,CrossFit Jibboom,Male,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100742,Peter Keller,South Central,CrossFit Cedar Park,CrossFit Cedar Park,Male,33,5'8",185 lb,--,--,4:02,--,--,--,--,187 lb,135 lb,350 lb,--,--
100743,David Schumacher,South East,CrossFit Camden,CrossFit Camden,Male,42,5'6",170 lb,--,--,--,--,--,--,--,--,--,--,--,--
100745,Zach Queen,South West,CrossFit Arvada,CrossFit Arvada,Male,33,--,155 lb,4:50,9:37,3:52,24:59,288,--,--,185 lb,--,365 lb,285 lb,39
100747,Jason Richardson,South West,Method CrossFit,Method CrossFit,Male,34,6'0",180 lb,--,--,--,--,--,--,--,--,105 lb,235 lb,200 lb,15
100749,Ben Ellis,Mid Atlantic,CrossFit Eternal C2,CrossFit Eternal,Male,21,5'9",190 lb,--,--,--,--,414,1:25,--,--,165 lb,435 lb,330 lb,--
100750,Alex VonSchulze,South West,flatirons crossfit,Flatirons CrossFit,Male,23,5'11",160 lb,--,--,--,--,--,--,--,180 lb,--,--,--,--
100751,Stefan Stauder,Europe,,CrossFit Graz,Male,23,185 cm,78 kg,--,--,--,--,--,--,--,--,--,--,--,--
100753,Ross McKee,Central East,,Inner Strength CrossFit,Male,30,5'11",200 lb,--,--,2:16,27:59,--,1:30,21:50,240 lb,175 lb,465 lb,310 lb,12
100754,Marcus Spurrell,Europe,,Reebok CrossFit Brussels,Male,50,183 cm,86 lb,9:22,--,--,--,--,--,--,181 lb,115 lb,300 lb,180 lb,20
100755,July Smith,Southern California,Team CrossFit Horsepower,CrossFit Horsepower,Female,34,5'4",130 lb,--,--,--,--,210,--,--,95 lb,75 lb,165 lb,--,8
100756,Rim Khazall,Canada East,CrossFit Bytown,CrossFit Bytown,Female,27,5'3",155 lb,--,--,--,--,--,--,--,--,--,--,--,--
100757,Grant Elario,Africa,,CrossFit DurBell,Male,38,--,104 kg,--,--,--,--,--,--,--,--,--,--,--,--
100759,James Karr,South East,En Fuego FireBreathers,CrossFit En Fuego,Male,36,6'1",205 lb,7:11,11:26,11:19,--,--,--,--,175 lb,155 lb,305 lb,245 lb,--
10076,Katherine Vorwald,,,,Female,28,5'2",175 lb,0:00,0:00,6:15,0:00,148,0:00,40:00,125 lb,--,245 lb,175 lb,--
100760,Zach Thew,Mid Atlantic,,CrossFit 304,Male,27,5'8",170 lb,3:01,--,2:44,--,--,--,--,225 lb,175 lb,480 lb,440 lb,55
100761,CESAR SAMANIEGO,Latin America,,CrossFit Cuenca,Male,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100762,Elijah Howard,Central East,,CrossFit Toledo,Male,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--
100763,Renate Loraas,Europe,,,Female,28,--,--,--,--,--,--,306,--,--,75 kg,55 kg,170 kg,120 kg,20
100764,Samantha Aochi,Northern California,NorCal CrossFit,NorCal CrossFit,Female,31,5'7",160 lb,--,--,--,--,--,--,--,150 lb,120 lb,245 lb,195 lb,--
100765,Eduardo Colon,South East,CrossFit Predators,CrossFit Predators,Male,36,5'9",195 lb,6:58,--,--,39:12,227,--,25:18,185 lb,135 lb,405 lb,275 lb,42
100766,Kim Johnsen,Europe,Team Butchers Lab,CrossFit Butcher's Lab,Male,25,188 cm,84 kg,5:55,--,2:49,--,--,--,19:50,94 kg,75 kg,172 kg,125 kg,24
100767,Amy Norton,North West,SnoRidge CrossFit,SnoRidge CrossFit,Female,40,5'3",151 lb,9:28,12:47,--,--,211,--,31:05,114 lb,83 lb,225 lb,170 lb,10
100768,doug smith,Northern California,CrossFit Sweat Shop,CrossFit Sweat Shop,Male,43,6'0",215 lb,--,--,--,--,--,--,--,--,--,--,--,--
100769,Brian Wagg,North East,CrossFit 321,CrossFit  321,Male,30,6'0",178 lb,--,9:33,--,26:30,--,--,--,175 lb,135 lb,295 lb,225 lb,11
10077,Q Stewart,South East,Team iQ,CrossFit iQ,Male,48,6'1",195 lb,5:00,9:00,3:00,0:00,335,1:00,19:00,235 lb,165 lb,325 lb,315 lb,25
